time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),wind_speed_10m_max (mp/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm)
1945-01-01,1,56.2,31.8,11.6,340,3.76
1945-01-02,0,54.5,31.1,15.5,334,4.15
1945-01-03,0,53.6,27.9,12.9,354,3.77
1945-01-04,0,52.3,23.7,10.8,71,3.34
1945-01-05,0,51.5,24.5,14.1,106,3.76
1945-01-06,2,52.9,30.2,13.0,231,3.13
1945-01-07,1,56.8,31.7,13.7,306,3.93
1945-01-08,1,58.7,30.2,11.3,43,4.02
1945-01-09,0,58.0,28.4,11.0,93,4.17
1945-01-10,0,57.5,33.1,16.6,311,4.33
1945-01-11,0,61.7,35.0,10.6,2,4.22
1945-01-12,0,60.1,36.4,13.3,125,4.66
1945-01-13,1,66.6,44.5,12.3,198,4.45
1945-01-14,1,74.7,47.1,12.4,97,5.56
1945-01-15,0,73.3,52.6,15.4,115,6.31
1945-01-16,0,73.4,50.7,13.9,126,5.61
1945-01-17,1,73.8,51.7,14.2,217,5.11
1945-01-18,1,72.8,52.3,18.7,258,5.47
1945-01-19,1,69.7,48.0,17.7,325,5.65
1945-01-20,1,68.8,44.8,12.0,94,4.81
1945-01-21,1,68.8,40.9,11.0,280,4.76
1945-01-22,1,70.7,43.6,13.5,336,5.67
1945-01-23,1,66.9,46.0,12.6,122,5.27
1945-01-24,1,66.9,40.6,11.5,316,4.71
1945-01-25,1,65.6,38.5,9.8,109,4.90
1945-01-26,1,68.4,42.7,10.9,108,4.73
1945-01-27,1,68.5,42.1,14.3,328,5.25
1945-01-28,1,68.9,43.3,9.7,77,4.95
1945-01-29,0,67.6,43.7,12.9,305,5.16
1945-01-30,1,67.4,37.6,11.9,77,4.97
1945-01-31,0,65.5,41.2,16.6,92,5.09
1945-02-01,0,65.8,35.5,10.9,84,4.83
1945-02-02,1,64.1,38.7,14.1,80,4.92
1945-02-03,1,65.4,40.1,10.8,69,4.27
1945-02-04,1,68.7,39.7,8.4,17,4.68
1945-02-05,1,67.9,38.9,16.3,65,5.06
1945-02-06,1,63.1,36.0,15.0,77,4.87
1945-02-07,0,68.8,34.6,9.6,84,4.70
1945-02-08,0,68.2,37.7,9.3,97,4.53
1945-02-09,1,67.4,41.8,13.4,89,4.70
1945-02-10,1,64.5,38.9,12.7,86,4.46
1945-02-11,1,66.8,36.8,9.2,88,4.54
1945-02-12,0,67.8,38.4,10.9,90,5.35
1945-02-13,0,68.8,39.8,10.1,88,5.44
1945-02-14,0,69.8,40.5,10.6,78,5.05
1945-02-15,0,69.3,39.6,10.7,42,5.19
1945-02-16,0,68.9,41.0,11.2,327,5.23
1945-02-17,0,67.6,39.7,9.0,139,5.08
1945-02-18,2,67.5,39.9,10.2,93,4.98
1945-02-19,2,68.5,44.6,11.5,87,5.28
1945-02-20,1,70.8,40.1,12.5,349,5.85
1945-02-21,1,67.2,43.0,14.4,97,5.81
1945-02-22,3,61.4,41.4,16.9,102,5.09
1945-02-23,3,64.7,40.1,15.7,104,5.50
1945-02-24,3,65.8,48.1,13.2,109,5.18
1945-02-25,3,65.7,45.5,16.5,104,5.56
1945-02-26,0,63.9,41.9,17.4,331,5.52
1945-02-27,0,64.0,39.8,14.3,77,5.00
1945-02-28,0,63.5,39.6,19.7,79,5.45
1945-03-01,1,61.4,39.7,20.1,61,4.89
1945-03-02,0,63.0,38.2,15.4,63,4.91
1945-03-03,0,65.5,38.1,13.2,336,5.37
1945-03-04,0,64.4,40.9,13.5,104,5.05
1945-03-05,0,63.5,39.2,13.9,120,4.91
1945-03-06,0,66.9,37.4,10.1,330,5.16
1945-03-07,0,66.6,38.7,12.2,76,5.15
1945-03-08,0,67.5,39.9,11.0,281,5.56
1945-03-09,0,66.3,38.1,9.3,141,5.50
1945-03-10,0,66.1,41.7,12.0,113,5.41
1945-03-11,0,65.7,43.2,20.8,87,5.95
1945-03-12,1,66.5,42.0,17.8,83,6.41
1945-03-13,0,66.4,40.7,15.3,82,6.15
1945-03-14,0,69.0,40.1,13.4,84,6.09
1945-03-15,0,68.9,40.9,12.3,84,5.79
1945-03-16,0,70.7,41.2,11.3,80,5.71
1945-03-17,0,72.1,42.2,12.4,87,6.46
1945-03-18,51,71.1,48.4,16.2,81,6.42
1945-03-19,3,74.5,53.3,13.5,87,6.31
1945-03-20,2,75.2,54.6,16.8,96,7.83
1945-03-21,1,74.5,53.0,20.9,96,8.56
1945-03-22,2,75.8,52.2,17.7,98,8.51
1945-03-23,3,73.5,54.1,19.5,100,7.92
1945-03-24,2,75.7,52.8,15.8,103,7.50
1945-03-25,1,77.0,50.1,11.0,109,7.17
1945-03-26,1,75.7,50.3,12.9,120,7.24
1945-03-27,1,76.4,50.9,12.1,102,7.04
1945-03-28,1,76.7,49.5,12.2,54,6.95
1945-03-29,1,77.5,51.8,15.9,331,7.94
1945-03-30,0,75.8,50.6,14.8,97,7.19
1945-03-31,0,75.0,49.2,14.9,85,6.68
1945-04-01,1,73.6,47.3,15.5,90,6.14
1945-04-02,1,72.8,48.8,18.5,87,6.24
1945-04-03,0,73.1,49.8,17.0,95,6.69
1945-04-04,0,72.9,46.2,13.2,106,6.68
1945-04-05,0,75.5,47.2,8.8,108,6.50
1945-04-06,0,77.6,48.5,9.2,98,6.74
1945-04-07,1,78.2,50.9,9.4,106,6.66
1945-04-08,0,79.9,50.1,8.2,250,6.50
1945-04-09,0,81.6,52.5,10.7,307,7.03
1945-04-10,0,82.8,54.6,9.6,121,7.80
1945-04-11,1,83.4,55.9,13.9,80,7.44
1945-04-12,1,85.2,55.7,11.4,69,7.51
1945-04-13,0,81.9,57.5,13.2,109,7.67
1945-04-14,0,79.7,53.2,11.9,104,7.88
1945-04-15,2,81.2,52.1,11.9,173,7.77
1945-04-16,1,83.1,57.7,14.5,255,7.67
1945-04-17,1,84.9,58.4,14.7,181,7.83
1945-04-18,1,83.0,61.1,21.4,122,8.86
1945-04-19,2,81.4,61.8,13.7,129,7.45
1945-04-20,0,80.0,56.2,14.2,118,8.21
1945-04-21,0,79.3,58.1,28.7,97,10.47
1945-04-22,1,82.4,60.2,25.5,111,10.22
1945-04-23,3,82.1,59.2,16.4,118,8.38
1945-04-24,2,81.8,64.0,15.9,106,8.22
1945-04-25,1,86.5,63.5,11.6,137,7.93
1945-04-26,2,87.8,61.0,11.0,135,7.87
1945-04-27,51,86.9,61.7,20.6,182,8.54
1945-04-28,55,83.9,61.8,14.8,272,6.07
1945-04-29,1,85.9,57.6,11.2,330,7.37
1945-04-30,3,85.2,62.6,12.1,187,6.16
1945-05-01,51,87.5,65.9,11.7,321,7.51
1945-05-02,1,88.7,61.0,18.0,267,9.09
1945-05-03,2,88.3,63.5,16.5,288,9.34
1945-05-04,1,86.7,64.4,18.7,274,8.31
1945-05-05,51,83.4,63.5,16.7,302,8.49
1945-05-06,1,83.8,54.9,14.7,330,8.97
1945-05-07,1,83.3,56.0,12.2,338,8.08
1945-05-08,2,82.0,57.5,14.5,70,8.55
1945-05-09,0,82.3,57.0,16.1,76,8.24
1945-05-10,1,80.7,56.3,17.5,85,7.63
1945-05-11,1,80.3,57.2,13.1,116,7.47
1945-05-12,2,81.5,58.1,14.2,107,7.34
1945-05-13,1,82.5,58.4,14.3,80,6.91
1945-05-14,1,81.9,57.6,16.4,85,7.48
1945-05-15,1,82.4,55.0,15.4,97,7.69
1945-05-16,0,79.7,53.8,16.9,107,8.01
1945-05-17,2,81.5,55.9,15.4,105,7.60
1945-05-18,2,82.6,58.4,13.4,121,7.77
1945-05-19,2,84.1,60.1,14.8,103,7.51
1945-05-20,2,86.3,60.5,12.7,84,8.06
1945-05-21,2,87.0,64.0,16.1,86,8.78
1945-05-22,2,87.9,66.0,16.2,90,9.15
1945-05-23,2,87.5,65.5,14.7,86,8.62
1945-05-24,51,88.5,66.0,10.4,80,7.11
1945-05-25,2,90.3,64.4,13.3,31,7.58
1945-05-26,2,91.9,66.8,8.1,91,7.42
1945-05-27,0,91.9,66.3,11.4,159,8.73
1945-05-28,1,91.4,66.8,13.2,118,8.47
1945-05-29,1,92.3,65.5,12.2,97,8.97
1945-05-30,1,92.6,66.7,8.9,94,7.98
1945-05-31,1,92.0,63.5,9.3,28,8.54
1945-06-01,2,92.4,64.8,13.6,301,9.14
1945-06-02,2,93.0,68.1,14.0,8,7.73
1945-06-03,2,94.3,67.0,11.7,339,7.98
1945-06-04,1,93.9,66.1,10.1,316,8.78
1945-06-05,2,95.3,71.4,11.7,3,8.91
1945-06-06,2,95.4,68.1,11.0,65,8.38
1945-06-07,2,92.1,69.5,18.3,44,8.31
1945-06-08,2,92.3,67.9,14.6,71,8.63
1945-06-09,2,92.8,68.8,20.1,123,9.90
1945-06-10,51,91.0,72.5,15.0,137,8.19
1945-06-11,51,90.6,71.6,13.4,185,8.38
1945-06-12,51,90.8,65.5,12.6,195,7.81
1945-06-13,51,91.8,65.3,12.0,199,7.53
1945-06-14,1,93.2,67.5,15.5,232,9.39
1945-06-15,0,94.3,66.6,13.8,229,9.47
1945-06-16,1,95.1,71.6,10.4,254,8.59
1945-06-17,2,94.5,72.5,10.2,252,8.11
1945-06-18,51,94.6,74.7,20.2,321,8.24
1945-06-19,51,92.8,68.1,17.4,88,9.95
1945-06-20,1,90.5,70.6,19.2,109,10.25
1945-06-21,1,90.4,65.9,16.9,105,9.62
1945-06-22,1,90.0,65.2,16.2,101,9.89
1945-06-23,1,90.5,63.9,15.7,101,8.60
1945-06-24,1,90.9,65.3,13.3,353,8.42
1945-06-25,2,89.7,66.0,12.8,151,8.82
1945-06-26,1,90.0,66.5,11.9,158,9.08
1945-06-27,1,90.8,65.5,12.1,185,8.78
1945-06-28,0,91.7,64.7,9.7,159,8.60
1945-06-29,0,93.2,67.1,15.2,102,9.75
1945-06-30,0,92.8,64.8,22.4,84,11.30
1945-07-01,0,90.5,67.2,20.1,88,11.04
1945-07-02,0,90.8,67.1,19.6,103,10.80
1945-07-03,0,91.4,66.7,16.5,110,10.01
1945-07-04,0,95.2,65.8,10.4,68,9.27
1945-07-05,0,95.2,68.4,14.9,114,10.25
1945-07-06,0,95.0,67.2,15.5,106,10.16
1945-07-07,2,96.4,68.3,9.7,147,9.30
1945-07-08,2,98.2,69.7,20.5,47,9.99
1945-07-09,2,95.8,74.2,17.0,64,9.03
1945-07-10,1,93.9,70.2,15.3,104,8.86
1945-07-11,1,92.3,68.1,13.5,108,8.74
1945-07-12,0,92.3,66.8,17.3,97,9.74
1945-07-13,1,93.1,67.9,19.3,98,10.26
1945-07-14,1,92.9,70.5,21.1,91,11.23
1945-07-15,0,94.3,68.4,19.7,88,11.00
1945-07-16,0,92.9,69.8,18.6,85,10.88
1945-07-17,0,89.8,70.0,23.7,92,10.83
1945-07-18,2,90.4,69.3,19.7,87,8.80
1945-07-19,1,89.6,66.6,17.0,91,9.94
1945-07-20,0,91.1,64.6,19.5,86,10.07
1945-07-21,1,92.2,63.8,14.2,87,8.35
1945-07-22,0,90.5,67.9,17.2,110,9.69
1945-07-23,1,91.0,66.4,13.5,101,8.16
1945-07-24,2,89.2,67.4,12.3,222,7.88
1945-07-25,1,89.4,70.8,18.0,133,9.43
1945-07-26,0,90.5,68.3,16.5,132,9.54
1945-07-27,2,89.0,68.5,9.4,151,6.85
1945-07-28,2,89.8,70.4,13.9,345,7.39
1945-07-29,0,91.0,71.3,18.8,98,10.92
1945-07-30,0,89.2,67.3,18.9,103,9.58
1945-07-31,0,90.4,63.9,10.5,110,8.12
1945-08-01,1,90.9,65.3,10.1,190,8.06
1945-08-02,1,90.9,67.1,11.9,156,8.46
1945-08-03,0,94.6,69.3,8.3,144,8.00
1945-08-04,2,97.2,71.2,8.9,114,8.23
1945-08-05,1,97.7,74.2,16.9,100,10.28
1945-08-06,1,98.0,71.6,15.8,112,10.12
1945-08-07,51,96.7,70.3,21.5,84,9.84
1945-08-08,51,90.6,70.7,26.0,104,8.87
1945-08-09,1,97.7,68.0,14.2,77,8.84
1945-08-10,0,91.9,71.5,19.3,106,10.09
1945-08-11,0,93.0,67.5,10.0,106,8.52
1945-08-12,0,92.5,66.7,11.0,93,8.03
1945-08-13,0,92.5,68.2,13.2,102,9.54
1945-08-14,1,93.8,68.0,9.4,111,8.28
1945-08-15,0,93.9,67.3,9.7,93,8.20
1945-08-16,0,93.3,67.6,16.6,93,10.20
1945-08-17,1,93.2,68.0,13.2,124,9.05
1945-08-18,1,94.7,67.7,10.0,130,7.70
1945-08-19,1,92.3,69.7,6.5,192,6.28
1945-08-20,1,95.6,69.9,11.4,46,7.65
1945-08-21,0,95.3,71.9,19.8,95,10.76
1945-08-22,0,95.4,72.3,19.6,91,11.08
1945-08-23,0,93.6,73.3,23.6,93,11.40
1945-08-24,0,92.0,65.9,17.7,102,9.97
1945-08-25,1,94.2,66.6,22.1,92,10.64
1945-08-26,2,95.8,70.3,15.7,82,8.83
1945-08-27,1,95.6,71.6,16.0,84,8.95
1945-08-28,0,92.0,70.1,19.5,93,9.69
1945-08-29,1,89.6,73.1,19.3,107,8.38
1945-08-30,1,90.2,69.6,11.0,344,7.05
1945-08-31,1,93.4,70.0,17.9,65,8.14
1945-09-01,1,90.6,72.3,22.8,110,9.69
1945-09-02,1,90.2,69.8,18.6,100,9.49
1945-09-03,0,87.8,68.0,18.8,89,9.74
1945-09-04,0,89.2,65.7,17.2,92,9.68
1945-09-05,0,89.0,63.3,16.0,90,9.46
1945-09-06,0,88.5,66.2,20.6,100,9.47
1945-09-07,1,90.6,63.2,12.5,86,7.76
1945-09-08,1,91.6,63.2,16.3,75,8.99
1945-09-09,1,91.7,69.8,20.1,81,8.60
1945-09-10,1,91.3,68.0,13.9,87,7.67
1945-09-11,1,91.3,66.7,13.2,91,8.68
1945-09-12,0,91.5,66.2,17.0,83,9.73
1945-09-13,1,92.0,63.5,12.7,87,8.00
1945-09-14,2,92.6,64.7,8.8,72,6.96
1945-09-15,1,90.7,65.1,15.8,96,8.81
1945-09-16,2,90.5,65.3,12.0,143,8.14
1945-09-17,1,91.5,64.0,13.0,325,7.77
1945-09-18,1,88.4,66.2,16.1,139,8.63
1945-09-19,1,87.6,65.2,18.1,125,7.98
1945-09-20,2,87.9,66.2,9.2,190,6.17
1945-09-21,51,88.0,64.4,9.1,330,6.74
1945-09-22,2,86.6,61.7,11.5,319,7.26
1945-09-23,1,87.1,62.4,12.0,182,7.42
1945-09-24,0,87.6,62.3,13.0,154,7.87
1945-09-25,0,88.9,66.6,13.8,227,7.89
1945-09-26,0,90.8,61.8,11.1,162,8.27
1945-09-27,2,89.5,67.2,11.8,141,8.16
1945-09-28,1,89.0,64.2,12.1,98,8.23
1945-09-29,1,85.1,66.7,22.4,95,9.01
1945-09-30,1,84.2,64.2,18.0,93,8.26
1945-10-01,0,84.4,62.6,19.1,103,8.15
1945-10-02,2,85.5,58.8,9.3,48,6.30
1945-10-03,2,84.3,61.0,10.4,124,6.83
1945-10-04,1,86.5,61.7,8.5,95,6.05
1945-10-05,0,86.5,61.7,11.4,92,6.74
1945-10-06,1,87.8,62.0,8.9,204,6.62
1945-10-07,0,85.2,63.0,14.8,144,7.26
1945-10-08,2,86.0,60.0,14.0,190,6.80
1945-10-09,51,84.5,62.6,18.7,207,6.56
1945-10-10,51,84.2,64.4,16.8,116,7.18
1945-10-11,1,85.0,62.6,19.9,111,7.75
1945-10-12,1,83.8,58.8,14.3,107,6.80
1945-10-13,1,82.5,59.0,13.4,196,6.63
1945-10-14,0,82.3,62.6,16.3,251,6.95
1945-10-15,1,82.2,59.0,13.9,306,7.02
1945-10-16,0,82.8,59.6,12.1,314,7.48
1945-10-17,0,82.1,57.4,15.4,308,7.61
1945-10-18,0,81.6,61.1,16.3,277,7.07
1945-10-19,1,82.8,57.6,13.1,299,6.96
1945-10-20,1,82.9,58.9,12.8,169,6.83
1945-10-21,3,80.2,63.4,13.0,289,5.57
1945-10-22,1,82.3,59.2,15.0,325,6.94
1945-10-23,1,80.6,54.3,12.3,319,6.46
1945-10-24,0,80.4,54.5,13.0,287,6.45
1945-10-25,0,81.6,56.5,11.1,197,6.24
1945-10-26,0,81.1,57.4,11.5,216,6.40
1945-10-27,0,81.9,57.5,13.8,231,6.36
1945-10-28,0,81.2,62.6,16.5,218,6.17
1945-10-29,1,81.3,61.0,18.3,262,6.44
1945-10-30,0,80.6,59.4,20.7,270,6.60
1945-10-31,0,80.8,60.9,16.6,206,6.14
1945-11-01,0,82.1,57.4,12.3,205,5.87
1945-11-02,1,82.4,54.9,9.4,343,5.71
1945-11-03,3,81.7,57.2,9.9,8,5.49
1945-11-04,1,80.8,55.8,9.1,17,5.58
1945-11-05,1,77.2,56.1,10.9,109,5.64
1945-11-06,1,75.5,54.4,10.4,119,5.74
1945-11-07,1,76.2,50.2,13.3,342,5.48
1945-11-08,0,75.8,48.2,12.3,325,5.50
1945-11-09,0,73.1,52.4,21.1,339,6.26
1945-11-10,0,74.7,43.1,11.0,270,5.39
1945-11-11,0,76.1,48.1,16.0,322,6.02
1945-11-12,0,75.3,50.7,12.4,312,6.25
1945-11-13,0,73.9,50.9,19.1,312,6.29
1945-11-14,0,75.2,46.0,9.3,93,5.13
1945-11-15,0,74.7,50.2,12.5,96,5.57
1945-11-16,0,73.4,49.1,12.6,92,4.86
1945-11-17,0,72.1,47.0,13.5,97,5.08
1945-11-18,1,72.6,45.5,10.5,98,5.25
1945-11-19,1,72.3,46.4,9.6,43,4.63
1945-11-20,1,72.9,47.6,13.5,325,5.44
1945-11-21,1,74.3,48.0,10.6,350,5.59
1945-11-22,1,74.4,49.9,15.7,337,5.98
1945-11-23,1,75.2,50.3,15.2,356,5.91
1945-11-24,2,75.2,52.7,9.3,95,4.71
1945-11-25,0,75.3,53.6,14.2,115,6.06
1945-11-26,1,76.1,51.4,9.7,100,4.97
1945-11-27,0,78.2,50.0,10.6,354,5.43
1945-11-28,2,77.0,53.8,18.7,336,6.24
1945-11-29,0,77.0,51.9,14.7,356,5.59
1945-11-30,0,73.9,52.1,15.4,347,4.98
1945-12-01,0,70.6,43.7,8.6,70,4.01
1945-12-02,0,67.2,43.0,8.1,73,3.70
1945-12-03,0,65.8,40.9,8.4,74,3.76
1945-12-04,0,64.5,39.3,8.9,59,3.69
1945-12-05,1,64.3,37.8,8.9,331,3.72
1945-12-06,1,64.6,38.2,10.2,330,4.28
1945-12-07,0,66.8,38.7,10.4,347,4.31
1945-12-08,0,68.2,40.8,15.0,356,4.67
1945-12-09,1,66.8,42.4,12.4,339,4.50
1945-12-10,1,67.7,43.3,13.9,327,4.63
1945-12-11,1,68.2,47.3,15.6,309,4.60
1945-12-12,0,65.3,46.6,19.3,315,3.98
1945-12-13,0,65.3,42.3,10.3,84,3.46
1945-12-14,1,61.3,41.9,14.1,95,3.15
1945-12-15,1,64.5,41.7,10.8,100,3.63
1945-12-16,0,66.1,39.4,9.5,66,3.54
1945-12-17,1,64.4,39.6,9.1,88,3.66
1945-12-18,1,65.8,41.0,8.9,51,3.75
1945-12-19,0,66.2,39.5,8.9,67,3.65
1945-12-20,0,68.0,40.4,9.2,50,3.73
1945-12-21,0,69.1,41.6,9.1,29,4.29
1945-12-22,0,67.0,41.9,16.2,330,4.96
1945-12-23,0,66.6,39.9,9.6,87,4.30
1945-12-24,0,66.0,39.9,9.1,309,3.96
1945-12-25,0,66.7,39.2,9.2,91,3.70
1945-12-26,0,66.0,38.9,9.4,39,3.98
1945-12-27,0,66.6,38.6,8.7,80,4.04
1945-12-28,0,63.7,37.7,11.5,84,4.33
1945-12-29,0,64.8,34.3,10.5,71,3.74
1945-12-30,0,66.2,35.9,9.2,67,3.82
1945-12-31,0,67.2,37.6,10.8,68,4.18
1946-01-01,0,66.1,36.9,9.8,91,4.62
1946-01-02,1,66.6,38.1,14.0,89,5.35
1946-01-03,1,66.3,41.4,15.9,88,5.58
1946-01-04,2,65.4,41.0,10.6,84,4.23
1946-01-05,2,70.5,47.2,13.0,99,5.74
1946-01-06,1,67.1,41.9,11.2,99,4.70
1946-01-07,2,68.3,43.3,15.3,92,5.63
1946-01-08,1,69.1,44.5,11.8,113,5.33
1946-01-09,0,70.5,45.0,13.9,89,5.66
1946-01-10,1,66.7,46.8,19.7,91,6.16
1946-01-11,1,67.1,48.2,17.5,86,6.27
1946-01-12,1,67.0,47.3,15.1,88,5.18
1946-01-13,0,67.3,39.1,9.2,46,4.16
1946-01-14,0,67.1,38.4,12.0,333,4.58
1946-01-15,0,65.9,40.1,13.5,318,4.79
1946-01-16,1,69.1,43.1,11.3,239,4.79
1946-01-17,3,68.4,50.0,17.3,110,5.58
1946-01-18,3,65.1,52.1,15.5,124,4.79
1946-01-19,2,67.6,51.6,12.1,212,3.93
1946-01-20,2,67.1,46.2,14.2,170,4.15
1946-01-21,0,65.3,44.2,19.5,240,4.71
1946-01-22,0,64.4,38.5,13.8,331,4.83
1946-01-23,0,63.8,33.4,13.7,85,4.66
1946-01-24,0,63.2,35.7,14.5,95,4.66
1946-01-25,1,64.0,36.4,11.6,339,4.46
1946-01-26,3,63.4,35.9,11.5,32,4.65
1946-01-27,2,64.0,42.3,11.3,71,4.64
1946-01-28,1,65.3,38.1,11.0,350,4.77
1946-01-29,1,64.4,42.2,12.3,3,5.09
1946-01-30,1,59.6,40.5,14.3,93,4.49
1946-01-31,3,59.1,38.3,15.6,84,4.19
1946-02-01,2,63.0,42.9,14.3,84,4.43
1946-02-02,3,67.2,47.5,10.7,22,4.00
1946-02-03,1,68.9,42.5,14.4,304,4.80
1946-02-04,1,65.3,43.5,15.0,308,4.83
1946-02-05,0,63.9,33.2,12.3,357,4.93
1946-02-06,0,64.4,36.2,16.3,52,4.61
1946-02-07,0,65.8,39.1,23.8,72,5.34
1946-02-08,0,64.4,41.0,20.1,76,5.18
1946-02-09,0,64.8,38.3,12.2,64,4.35
1946-02-10,0,66.2,36.1,11.2,335,4.84
1946-02-11,0,67.5,40.0,11.0,78,4.89
1946-02-12,0,64.5,38.2,13.1,24,4.82
1946-02-13,0,65.4,33.8,9.0,24,4.72
1946-02-14,1,64.5,35.8,9.4,22,5.04
1946-02-15,0,65.1,34.9,12.9,82,4.68
1946-02-16,0,61.0,40.5,19.7,89,5.19
1946-02-17,1,64.3,36.1,13.6,83,4.65
1946-02-18,1,64.7,35.3,15.7,345,5.45
1946-02-19,0,64.3,35.9,10.4,31,4.91
1946-02-20,0,64.8,36.9,10.0,136,5.02
1946-02-21,0,65.7,37.1,13.7,283,5.25
1946-02-22,1,67.1,40.1,13.1,322,5.70
1946-02-23,2,68.9,41.4,11.4,91,5.65
1946-02-24,1,67.3,47.7,16.4,109,5.92
1946-02-25,1,69.8,43.9,13.7,110,5.86
1946-02-26,1,74.3,43.7,11.0,118,6.44
1946-02-27,1,77.3,49.5,16.0,122,7.42
1946-02-28,2,78.4,53.4,18.6,185,7.28
1946-03-01,1,80.5,57.1,14.0,262,6.56
1946-03-02,0,80.9,48.9,16.8,317,7.73
1946-03-03,1,77.4,52.0,20.6,293,7.82
1946-03-04,1,75.6,52.2,15.8,316,7.39
1946-03-05,1,78.8,52.2,17.3,297,7.09
1946-03-06,1,82.7,54.2,17.6,290,7.66
1946-03-07,1,80.5,57.1,21.1,298,8.15
1946-03-08,0,75.2,53.6,18.8,298,7.68
1946-03-09,51,70.0,52.1,23.2,304,6.17
1946-03-10,2,77.9,49.8,20.5,294,7.26
1946-03-11,1,77.9,55.8,18.7,313,7.52
1946-03-12,2,79.0,53.5,18.6,323,6.96
1946-03-13,1,75.3,55.2,20.7,315,7.38
1946-03-14,1,76.5,52.2,21.2,317,7.94
1946-03-15,1,79.7,47.6,11.6,335,7.27
1946-03-16,0,76.1,50.3,11.9,95,6.90
1946-03-17,0,73.0,49.1,12.5,94,6.28
1946-03-18,0,70.5,48.2,17.9,110,5.97
1946-03-19,0,73.5,47.3,12.8,6,6.50
1946-03-20,0,72.0,49.8,16.4,81,6.43
1946-03-21,0,73.5,46.8,15.1,72,6.69
1946-03-22,0,67.8,42.5,19.9,76,7.39
1946-03-23,0,69.8,42.2,20.7,76,6.84
1946-03-24,1,71.6,45.6,22.9,81,7.44
1946-03-25,1,71.8,46.4,18.4,85,7.42
1946-03-26,1,72.4,49.2,15.3,100,6.61
1946-03-27,0,76.3,44.4,9.1,9,6.44
1946-03-28,0,79.6,46.9,9.4,138,7.04
1946-03-29,0,80.2,50.2,10.1,152,7.07
1946-03-30,1,80.9,51.2,9.0,101,6.88
1946-03-31,2,82.2,51.8,9.2,97,7.27
1946-04-01,0,82.4,53.7,14.8,113,7.81
1946-04-02,0,84.5,53.6,10.6,89,6.77
1946-04-03,2,85.3,55.3,18.8,56,7.83
1946-04-04,2,85.6,57.8,11.9,121,7.36
1946-04-05,2,79.1,59.1,15.2,111,7.45
1946-04-06,1,82.6,56.4,14.3,109,8.53
1946-04-07,1,86.4,56.4,10.1,96,7.95
1946-04-08,1,87.3,62.1,14.3,96,8.26
1946-04-09,1,85.7,59.6,8.8,112,7.19
1946-04-10,1,86.8,59.3,12.1,139,7.94
1946-04-11,1,86.5,63.2,12.1,186,7.98
1946-04-12,1,87.9,60.8,13.0,215,7.76
1946-04-13,1,89.3,62.1,14.7,188,8.50
1946-04-14,1,88.9,66.2,12.0,242,7.89
1946-04-15,51,89.3,66.9,17.5,280,9.47
1946-04-16,1,85.5,66.0,15.9,302,8.44
1946-04-17,2,86.9,62.3,17.5,291,8.82
1946-04-18,1,85.4,63.4,19.7,284,8.69
1946-04-19,0,82.6,50.3,12.4,262,7.94
1946-04-20,1,83.7,54.2,12.2,277,7.56
1946-04-21,0,85.4,54.4,12.2,299,8.45
1946-04-22,0,87.0,54.4,16.9,333,9.41
1946-04-23,1,85.4,52.9,11.9,338,8.81
1946-04-24,1,84.0,57.6,13.0,36,8.60
1946-04-25,1,86.0,57.5,11.5,114,7.88
1946-04-26,1,90.5,60.0,13.7,138,8.99
1946-04-27,1,92.7,62.6,15.4,277,9.48
1946-04-28,0,91.5,62.6,18.4,301,10.33
1946-04-29,0,89.8,63.7,20.0,308,10.43
1946-04-30,1,87.1,62.0,19.4,311,10.03
1946-05-01,1,90.2,57.5,16.8,334,9.70
1946-05-02,1,92.9,65.1,11.8,338,9.02
1946-05-03,1,92.7,65.2,12.7,217,9.02
1946-05-04,0,93.3,64.6,14.4,280,9.30
1946-05-05,1,94.3,64.9,15.6,295,9.98
1946-05-06,0,94.8,69.3,14.0,268,9.49
1946-05-07,0,95.0,65.8,14.4,281,9.77
1946-05-08,2,96.5,67.1,15.2,319,10.57
1946-05-09,2,92.3,65.7,10.2,93,8.31
1946-05-10,2,94.2,66.5,14.8,119,9.75
1946-05-11,1,93.9,70.3,17.6,137,10.40
1946-05-12,1,94.3,69.2,16.3,171,9.85
1946-05-13,2,95.3,69.1,14.3,208,8.98
1946-05-14,2,95.0,64.5,13.3,183,9.17
1946-05-15,1,93.2,70.1,11.7,103,9.07
1946-05-16,2,92.5,69.8,18.1,313,9.46
1946-05-17,2,91.9,65.4,14.7,310,9.60
1946-05-18,1,92.3,61.6,10.9,292,9.66
1946-05-19,1,92.7,64.5,14.0,175,9.76
1946-05-20,1,95.0,64.1,12.9,291,9.63
1946-05-21,1,96.9,68.6,14.2,297,10.19
1946-05-22,0,98.0,71.8,13.1,317,10.18
1946-05-23,0,96.8,71.3,18.2,331,11.39
1946-05-24,0,94.6,68.6,15.6,318,9.85
1946-05-25,0,94.9,65.5,14.2,312,10.03
1946-05-26,0,95.9,65.8,15.9,319,10.89
1946-05-27,0,97.2,66.3,17.9,312,11.04
1946-05-28,0,96.5,69.8,18.9,313,11.38
1946-05-29,1,95.6,70.7,17.2,315,11.25
1946-05-30,1,96.4,69.8,16.3,303,11.08
