time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),wind_speed_10m_max (mp/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm)
1952-10-12,2,87.4,59.2,12.7,209,7.04
1952-10-13,1,87.4,61.8,9.8,248,6.61
1952-10-14,2,86.7,67.2,11.3,191,6.34
1952-10-15,1,87.3,64.2,16.6,153,7.27
1952-10-16,2,86.6,62.9,11.0,146,6.42
1952-10-17,2,87.9,62.0,9.0,43,5.67
1952-10-18,2,84.0,60.9,8.9,120,5.94
1952-10-19,2,81.3,60.8,17.4,122,7.07
1952-10-20,1,80.7,60.0,18.7,119,7.43
1952-10-21,1,80.5,57.0,16.2,118,6.84
1952-10-22,2,84.0,53.7,8.8,90,5.63
1952-10-23,1,82.9,58.9,19.7,328,7.43
1952-10-24,0,80.5,52.6,15.4,359,6.37
1952-10-25,0,76.1,56.8,21.0,86,6.59
1952-10-26,1,78.1,54.8,15.0,115,6.71
1952-10-27,1,80.4,55.7,15.8,186,6.39
1952-10-28,0,82.0,52.8,14.2,111,6.85
1952-10-29,1,80.5,58.6,12.3,98,6.63
1952-10-30,1,80.4,60.3,15.9,85,6.85
1952-10-31,1,80.7,54.3,10.5,65,6.20
1952-11-01,1,80.0,55.6,9.1,285,5.93
1952-11-02,1,80.7,52.7,14.3,331,6.81
1952-11-03,0,75.3,53.4,15.5,103,5.79
1952-11-04,0,75.8,51.3,12.3,100,5.32
1952-11-05,0,75.3,47.3,9.2,91,5.03
1952-11-06,1,73.4,46.1,15.9,75,4.91
1952-11-07,0,76.3,45.0,13.5,339,6.02
1952-11-08,0,73.3,45.6,11.2,329,5.59
1952-11-09,2,73.0,44.5,9.7,250,5.13
1952-11-10,1,73.0,43.6,7.6,227,5.09
1952-11-11,1,70.8,45.5,13.5,105,5.61
1952-11-12,1,72.1,45.4,11.0,94,5.16
1952-11-13,1,75.1,44.1,12.1,88,5.63
1952-11-14,1,77.2,48.8,9.6,85,5.22
1952-11-15,1,77.2,46.4,9.5,55,4.94
1952-11-16,1,77.7,50.1,10.1,112,5.78
1952-11-17,1,77.6,48.4,10.3,107,5.53
1952-11-18,1,79.0,47.5,9.6,89,5.28
1952-11-19,2,78.5,48.4,9.3,96,5.21
1952-11-20,1,79.8,48.9,9.1,347,5.26
1952-11-21,1,79.9,51.0,13.2,7,5.97
1952-11-22,1,77.6,51.9,11.8,106,5.42
1952-11-23,1,75.9,48.9,9.3,94,4.52
1952-11-24,1,72.7,49.3,12.2,97,4.93
1952-11-25,0,75.4,46.8,10.5,59,4.38
1952-11-26,0,74.9,45.3,9.1,76,4.47
1952-11-27,0,77.2,45.9,9.8,42,4.69
1952-11-28,0,77.2,47.1,9.5,38,4.70
1952-11-29,0,75.3,44.6,10.2,69,5.13
1952-11-30,0,73.7,45.6,14.0,72,5.41
1952-12-01,0,72.5,42.9,13.7,70,5.38
1952-12-02,0,71.7,40.6,15.0,69,5.39
1952-12-03,1,71.2,43.2,9.0,79,4.27
1952-12-04,1,70.8,48.8,12.8,299,4.46
1952-12-05,0,71.7,45.7,15.8,324,5.56
1952-12-06,0,69.3,38.1,15.0,350,5.25
1952-12-07,0,66.3,38.8,12.6,34,4.34
1952-12-08,0,64.9,32.3,13.1,340,4.80
1952-12-09,0,64.2,34.8,10.6,72,4.11
1952-12-10,1,61.3,35.9,10.3,67,4.02
1952-12-11,0,63.3,38.2,13.7,60,4.60
1952-12-12,1,64.8,33.5,11.9,49,4.44
1952-12-13,0,66.7,37.8,11.3,64,4.33
1952-12-14,0,68.2,37.2,10.6,70,4.51
1952-12-15,0,71.0,36.4,9.8,7,4.93
1952-12-16,0,69.0,37.6,10.7,68,4.82
1952-12-17,0,64.0,34.0,10.4,45,4.38
1952-12-18,0,62.3,30.2,12.2,356,4.23
1952-12-19,0,61.8,32.1,10.9,11,4.09
1952-12-20,0,61.3,33.2,10.3,89,3.65
1952-12-21,0,60.5,36.0,12.3,77,3.85
1952-12-22,0,62.4,33.7,9.2,41,3.55
1952-12-23,0,65.2,31.8,10.3,49,3.97
1952-12-24,0,64.1,33.1,8.5,93,3.91
1952-12-25,0,62.5,34.7,10.3,81,3.76
1952-12-26,0,60.9,34.8,10.2,77,3.36
1952-12-27,0,61.4,30.4,9.2,30,3.35
1952-12-28,0,60.0,31.2,11.7,107,3.82
1952-12-29,1,61.6,32.6,9.5,114,3.85
1952-12-30,3,67.7,42.5,11.4,155,4.34
1952-12-31,53,67.3,52.7,15.0,249,3.36
1953-01-01,2,58.7,40.4,23.1,291,4.34
1953-01-02,0,60.3,37.2,21.6,326,5.00
1953-01-03,0,63.6,38.8,19.9,344,4.73
1953-01-04,1,64.0,35.0,9.7,129,4.20
1953-01-05,0,63.0,42.5,14.9,219,4.17
1953-01-06,1,64.4,36.4,18.3,316,4.50
1953-01-07,0,66.7,36.6,10.7,331,4.40
1953-01-08,1,66.4,42.7,14.7,324,5.44
1953-01-09,2,71.1,48.0,17.9,335,6.14
1953-01-10,3,69.6,48.0,16.2,335,5.10
1953-01-11,0,68.4,46.5,17.2,325,4.83
1953-01-12,0,65.3,43.6,18.7,325,4.71
1953-01-13,1,66.3,37.6,10.5,357,4.57
1953-01-14,0,62.2,33.7,11.2,89,4.34
1953-01-15,1,61.3,34.2,14.4,90,5.17
1953-01-16,3,63.8,34.8,12.2,308,4.50
1953-01-17,1,65.1,42.1,20.4,312,4.73
1953-01-18,1,65.1,39.9,16.2,319,4.28
1953-01-19,1,65.5,46.0,20.0,304,3.96
1953-01-20,1,66.7,44.6,15.3,339,4.76
1953-01-21,1,63.4,38.4,9.2,105,3.90
1953-01-22,1,62.9,36.0,12.1,28,3.92
1953-01-23,3,63.2,33.6,8.4,93,3.56
1953-01-24,1,63.9,33.3,9.1,94,4.21
1953-01-25,2,68.4,39.6,14.1,209,4.69
1953-01-26,1,69.0,50.4,22.6,289,5.42
1953-01-27,1,68.5,39.2,10.6,360,4.35
1953-01-28,0,66.7,42.2,13.9,30,4.96
1953-01-29,1,66.1,34.8,9.8,56,4.62
1953-01-30,1,63.5,29.4,12.4,70,4.57
1953-01-31,0,62.3,33.5,16.5,76,4.38
1953-02-01,1,64.1,33.4,8.9,54,4.09
1953-02-02,1,65.5,36.1,7.6,354,4.41
1953-02-03,0,68.8,34.8,9.3,79,4.60
1953-02-04,0,68.2,36.3,13.5,96,5.33
1953-02-05,0,70.3,36.3,9.7,82,4.93
1953-02-06,0,72.3,39.5,8.9,114,5.31
1953-02-07,1,76.5,43.7,9.3,340,5.51
1953-02-08,0,79.0,47.2,13.8,336,6.58
1953-02-09,1,78.0,47.2,10.5,82,5.59
1953-02-10,1,76.2,51.3,13.2,106,6.24
1953-02-11,0,74.3,49.3,15.7,312,6.28
1953-02-12,1,74.4,47.8,15.4,294,5.97
1953-02-13,1,76.2,59.2,20.9,232,6.06
1953-02-14,1,75.7,54.2,17.9,260,6.24
1953-02-15,3,69.8,48.5,18.7,296,6.67
1953-02-16,3,65.6,49.2,15.6,316,5.76
1953-02-17,1,73.9,50.8,16.5,334,7.39
1953-02-18,1,70.2,44.0,9.3,89,5.58
1953-02-19,0,69.0,40.2,12.2,99,5.28
1953-02-20,2,71.4,46.9,16.6,98,6.07
1953-02-21,1,78.0,54.1,11.5,47,6.71
1953-02-22,3,76.9,53.6,13.9,97,5.81
1953-02-23,1,72.6,55.0,18.1,142,7.02
1953-02-24,0,71.9,44.7,14.0,326,6.37
1953-02-25,1,79.3,45.8,13.0,139,6.44
1953-02-26,0,73.5,50.4,20.2,290,6.40
1953-02-27,0,67.8,40.2,18.4,331,6.00
1953-02-28,0,69.0,40.1,9.0,127,4.78
1953-03-01,1,68.9,44.5,20.9,109,5.54
1953-03-02,2,71.1,46.0,9.7,127,5.64
1953-03-03,2,74.2,44.4,11.1,192,5.57
1953-03-04,3,71.1,48.8,10.1,294,4.95
1953-03-05,1,75.4,53.4,10.9,247,5.97
1953-03-06,1,78.9,47.6,12.7,177,6.54
1953-03-07,1,78.0,55.7,25.9,258,7.05
1953-03-08,2,70.8,50.5,20.5,312,6.77
1953-03-09,1,69.4,49.2,18.7,302,6.14
1953-03-10,1,72.6,41.0,13.3,314,6.25
1953-03-11,1,73.5,43.0,10.5,108,6.09
1953-03-12,2,73.3,50.9,16.2,115,6.49
1953-03-13,51,74.2,57.0,17.1,31,5.85
1953-03-14,61,66.9,52.2,20.8,118,3.26
1953-03-15,1,65.2,45.8,15.2,278,4.88
1953-03-16,0,70.1,35.2,11.9,23,5.49
1953-03-17,1,73.1,45.1,14.4,101,6.21
1953-03-18,2,72.3,48.4,17.7,108,5.91
1953-03-19,1,74.6,46.0,16.9,98,6.90
1953-03-20,0,74.9,49.6,16.6,107,6.94
1953-03-21,0,77.0,43.8,14.3,262,7.06
1953-03-22,0,77.2,42.2,14.3,321,7.62
1953-03-23,0,78.6,43.5,12.5,328,7.58
1953-03-24,0,77.0,45.5,14.6,327,7.86
1953-03-25,0,77.3,43.4,19.0,324,8.23
1953-03-26,0,77.2,40.2,11.4,341,7.10
1953-03-27,0,74.3,47.2,15.9,51,7.21
1953-03-28,0,75.4,44.5,15.2,341,7.52
1953-03-29,0,74.3,50.9,17.2,81,6.79
1953-03-30,0,73.4,48.8,19.9,66,6.89
1953-03-31,0,71.4,46.1,17.1,88,6.72
1953-04-01,0,69.8,43.8,17.9,84,7.40
1953-04-02,0,72.9,45.1,13.7,84,6.98
1953-04-03,0,75.1,44.8,10.1,86,6.75
1953-04-04,0,76.7,46.2,13.7,98,7.65
1953-04-05,1,79.1,50.0,14.0,102,7.90
1953-04-06,1,80.4,53.0,17.7,103,8.60
1953-04-07,0,82.2,53.7,15.2,101,9.03
1953-04-08,0,82.2,55.6,13.5,111,8.65
1953-04-09,1,83.3,55.1,11.5,100,8.26
1953-04-10,1,83.4,52.4,12.6,101,8.50
1953-04-11,1,83.2,55.3,13.1,85,8.20
1953-04-12,0,85.3,52.8,9.7,86,7.83
1953-04-13,1,84.3,52.1,11.1,222,7.78
1953-04-14,0,86.2,55.5,15.2,266,8.35
1953-04-15,1,87.5,56.1,14.6,316,8.76
1953-04-16,0,88.4,58.6,13.7,166,8.92
1953-04-17,1,89.6,58.2,12.1,257,7.83
1953-04-18,0,89.8,58.1,12.3,159,8.60
1953-04-19,1,89.9,58.8,17.7,141,9.51
1953-04-20,0,90.1,66.2,18.5,191,9.50
1953-04-21,1,91.5,68.2,16.7,251,9.13
1953-04-22,1,91.8,68.4,16.7,202,9.34
1953-04-23,1,92.4,69.3,19.0,208,9.64
1953-04-24,1,92.9,58.7,14.3,333,9.48
1953-04-25,3,93.4,64.1,10.0,332,7.71
1953-04-26,1,92.4,60.2,14.9,161,8.91
1953-04-27,1,94.1,71.2,13.5,278,8.31
1953-04-28,1,94.9,66.2,18.1,318,10.44
1953-04-29,1,92.5,68.4,20.2,324,10.83
1953-04-30,1,92.6,67.6,18.6,334,10.77
1953-05-01,2,93.1,63.1,17.2,214,10.00
1953-05-02,1,90.1,68.1,22.4,297,10.15
1953-05-03,1,88.7,57.9,13.9,294,9.43
1953-05-04,1,88.1,56.0,16.3,303,9.18
1953-05-05,3,87.9,64.2,20.8,321,10.40
1953-05-06,51,83.6,66.9,18.4,297,8.27
1953-05-07,51,85.5,69.5,19.3,247,7.29
1953-05-08,1,87.1,61.9,24.1,286,9.66
1953-05-09,0,88.2,56.3,20.5,309,10.09
1953-05-10,0,87.5,56.4,15.6,320,9.45
1953-05-11,51,89.0,62.8,21.3,322,8.36
1953-05-12,2,90.9,67.2,18.4,316,9.73
1953-05-13,1,94.0,63.7,18.4,321,10.48
1953-05-14,1,93.4,65.3,19.8,318,10.30
1953-05-15,1,94.2,64.1,19.2,334,10.89
1953-05-16,2,93.8,62.7,17.7,333,10.37
1953-05-17,0,86.6,64.0,17.7,85,8.61
1953-05-18,0,87.4,64.9,18.3,108,8.61
1953-05-19,0,88.3,62.8,17.3,123,8.96
1953-05-20,0,89.3,61.7,13.0,155,8.74
1953-05-21,61,91.9,63.6,13.2,205,7.70
1953-05-22,51,89.6,61.9,14.0,122,7.77
1953-05-23,61,90.1,68.6,13.0,110,7.80
1953-05-24,53,89.5,64.2,14.3,217,7.54
1953-05-25,53,90.1,67.0,14.3,172,7.60
1953-05-26,51,86.6,62.8,12.4,151,6.87
1953-05-27,61,86.1,65.4,11.7,114,6.22
1953-05-28,61,84.4,63.1,9.4,279,5.85
1953-05-29,1,86.1,64.7,17.0,284,7.49
1953-05-30,0,88.7,56.3,11.6,302,7.50
1953-05-31,1,90.6,60.6,13.1,318,8.75
1953-06-01,1,91.0,61.8,13.4,320,9.12
1953-06-02,2,92.4,67.5,10.5,19,7.95
1953-06-03,1,92.4,70.3,12.9,276,8.69
1953-06-04,51,92.0,72.1,13.2,86,5.61
1953-06-05,61,89.1,68.1,14.1,174,6.80
1953-06-06,61,90.5,69.0,13.5,352,5.99
1953-06-07,63,86.7,66.3,13.0,299,5.75
1953-06-08,51,90.9,66.4,9.1,350,6.43
1953-06-09,53,93.0,67.3,9.4,39,6.77
1953-06-10,51,93.8,67.9,8.2,89,6.53
1953-06-11,51,95.2,65.4,15.2,253,7.83
1953-06-12,1,96.0,72.9,9.8,293,8.51
1953-06-13,53,98.0,71.2,13.9,212,8.79
1953-06-14,1,97.1,74.1,10.4,308,8.49
1953-06-15,51,96.0,70.6,11.9,346,9.47
1953-06-16,2,97.0,75.0,13.1,357,9.24
1953-06-17,2,97.2,76.9,11.7,355,8.99
1953-06-18,3,98.9,78.0,14.7,28,10.03
1953-06-19,2,97.5,75.8,14.9,10,8.96
1953-06-20,2,96.2,70.1,17.2,104,9.44
1953-06-21,1,98.4,69.4,16.6,318,9.40
1953-06-22,1,97.9,80.8,15.5,330,10.83
1953-06-23,1,96.9,72.3,12.6,243,8.66
1953-06-24,1,100.3,72.9,19.6,334,10.59
1953-06-25,0,100.3,79.0,19.3,5,10.77
1953-06-26,1,97.2,73.1,17.1,108,10.40
1953-06-27,1,95.5,71.7,18.5,208,10.16
1953-06-28,61,93.1,69.8,14.9,272,8.23
1953-06-29,51,97.3,73.2,14.0,351,8.09
1953-06-30,1,98.7,71.7,15.4,26,9.31
1953-07-01,1,97.5,70.9,8.1,169,7.36
1953-07-02,1,95.2,73.3,14.5,103,8.27
1953-07-03,0,96.6,67.5,11.2,100,9.33
1953-07-04,1,99.2,67.2,9.2,96,8.76
1953-07-05,0,97.9,72.8,21.7,89,11.76
1953-07-06,0,96.8,73.9,17.1,107,10.62
1953-07-07,1,99.3,68.1,13.4,100,10.05
1953-07-08,2,98.8,69.0,13.0,98,8.54
1953-07-09,2,96.9,68.9,7.0,24,6.97
1953-07-10,2,98.1,69.7,7.9,0,6.83
1953-07-11,1,94.9,73.8,22.2,101,10.78
1953-07-12,1,96.0,74.2,21.1,94,10.92
1953-07-13,2,97.0,74.8,13.0,71,9.15
1953-07-14,1,95.4,72.3,17.1,87,10.83
1953-07-15,1,92.7,71.4,20.4,91,11.00
1953-07-16,0,94.9,66.4,17.1,93,10.21
1953-07-17,0,94.7,65.6,9.1,92,8.60
1953-07-18,0,92.1,71.5,21.3,90,9.81
1953-07-19,1,91.6,67.5,15.9,118,9.08
1953-07-20,2,92.1,69.3,10.7,296,7.60
1953-07-21,2,92.4,73.8,10.9,45,8.03
1953-07-22,2,93.3,72.6,11.6,61,8.11
1953-07-23,1,93.1,71.4,15.7,114,9.61
1953-07-24,1,94.9,66.3,14.8,105,8.82
1953-07-25,0,96.0,66.5,11.4,37,8.49
1953-07-26,0,94.4,69.5,18.0,108,9.50
1953-07-27,1,90.7,67.4,18.6,103,9.65
1953-07-28,1,89.7,65.0,11.5,190,8.22
1953-07-29,1,90.8,69.6,17.5,320,8.23
1953-07-30,0,93.3,70.7,15.3,79,10.14
1953-07-31,1,90.7,70.0,21.8,100,10.62
1953-08-01,0,94.0,68.1,10.3,99,8.10
1953-08-02,1,95.3,68.9,12.8,88,8.93
1953-08-03,1,96.0,66.5,9.0,109,8.29
1953-08-04,1,94.3,68.1,11.4,182,9.18
1953-08-05,1,98.5,76.2,14.9,323,9.69
1953-08-06,2,96.8,76.9,20.9,86,11.35
1953-08-07,2,94.5,73.8,15.0,125,9.51
1953-08-08,2,95.1,66.8,9.6,165,7.17
1953-08-09,51,93.4,76.2,10.4,296,5.97
1953-08-10,2,93.1,75.1,13.5,227,7.53
1953-08-11,53,92.7,72.6,10.2,316,7.20
1953-08-12,53,96.5,72.4,9.7,0,6.90
1953-08-13,2,96.8,79.2,12.2,67,8.47
1953-08-14,2,93.2,75.3,19.1,102,8.72
1953-08-15,55,89.1,70.0,18.1,110,6.43
1953-08-16,61,80.9,68.2,16.7,106,4.40
1953-08-17,63,78.2,66.2,13.3,106,4.25
1953-08-18,61,86.8,67.3,6.2,73,3.56
1953-08-19,53,83.8,68.7,6.9,26,5.56
1953-08-20,1,88.5,70.4,18.6,77,7.72
1953-08-21,1,89.9,64.1,15.5,67,8.33
1953-08-22,2,90.8,64.6,13.4,90,8.14
1953-08-23,1,92.5,68.2,16.5,88,8.76
1953-08-24,1,93.2,66.9,7.0,87,6.50
1953-08-25,1,92.2,69.4,13.7,108,8.08
1953-08-26,1,93.0,67.2,15.0,94,8.54
1953-08-27,0,92.6,64.3,14.4,86,7.98
1953-08-28,0,91.6,68.0,19.5,93,9.85
1953-08-29,2,92.1,64.0,11.4,84,7.57
1953-08-30,2,91.5,66.2,16.3,110,7.93
1953-08-31,51,90.4,72.0,17.9,92,8.12
1953-09-01,1,91.3,69.5,16.3,94,8.13
1953-09-02,51,91.0,66.3,10.8,57,6.75
1953-09-03,55,87.8,66.5,10.9,209,6.25
1953-09-04,51,89.3,65.8,8.4,44,6.48
1953-09-05,51,88.1,63.3,11.6,50,5.98
1953-09-06,1,89.5,63.8,13.4,95,7.30
1953-09-07,2,88.5,65.7,10.8,137,7.12
1953-09-08,2,89.2,70.6,16.0,105,7.65
1953-09-09,1,88.5,69.4,17.3,125,8.50
1953-09-10,53,89.0,68.5,15.1,197,7.35
1953-09-11,2,91.4,68.3,10.3,332,7.40
1953-09-12,1,94.2,66.6,18.5,71,8.74
1953-09-13,2,93.5,71.1,18.1,67,8.34
1953-09-14,2,91.1,73.2,13.8,117,7.05
1953-09-15,1,91.2,72.4,10.6,208,6.56
1953-09-16,1,91.9,71.2,9.3,219,6.17
1953-09-17,53,92.6,70.9,13.5,317,6.38
1953-09-18,51,91.0,68.1,11.8,49,7.64
1953-09-19,51,89.5,69.8,17.2,72,7.38
1953-09-20,2,87.3,67.9,15.7,87,7.14
1953-09-21,1,87.9,65.5,11.3,102,6.61
1953-09-22,2,89.4,60.4,6.4,343,6.11
1953-09-23,1,88.8,62.4,12.0,158,7.16
1953-09-24,1,88.9,62.8,11.6,163,7.39
1953-09-25,1,90.6,67.5,12.3,181,7.41
1953-09-26,0,92.7,69.0,10.5,245,7.09
1953-09-27,1,91.0,73.5,12.4,283,7.64
1953-09-28,1,93.1,61.4,15.3,317,9.13
1953-09-29,2,90.6,69.3,11.1,62,7.46
1953-09-30,1,90.5,70.3,13.6,92,8.31
1953-10-01,0,89.5,67.2,14.6,118,8.47
1953-10-02,1,88.2,66.3,16.8,95,8.93
1953-10-03,0,86.6,65.5,18.6,88,9.39
1953-10-04,1,84.6,64.2,21.3,92,8.89
1953-10-05,1,84.2,63.2,17.1,108,7.50
1953-10-06,1,84.8,59.3,12.6,90,6.96
1953-10-07,1,84.0,59.8,10.9,243,6.67
1953-10-08,1,87.9,57.2,13.6,316,7.58
1953-10-09,0,87.1,61.0,16.7,334,8.87
1953-10-10,0,85.6,66.1,13.2,55,7.21
1953-10-11,0,83.4,63.5,17.9,108,7.41
1953-10-12,1,84.2,60.5,13.2,107,6.96
1953-10-13,0,83.4,56.7,12.5,103,6.92
1953-10-14,0,85.8,55.6,13.7,115,7.24
1953-10-15,0,85.9,56.4,12.2,169,7.13
1953-10-16,0,87.1,56.7,12.4,316,7.56
1953-10-17,1,87.9,59.9,11.2,328,7.50
1953-10-18,0,87.0,60.5,11.4,314,7.56
1953-10-19,0,84.8,58.9,18.9,131,7.73
1953-10-20,1,83.7,59.1,16.3,127,7.27
1953-10-21,0,84.3,63.4,14.3,218,7.00
1953-10-22,0,80.4,58.1,15.7,318,6.87
1953-10-23,1,82.8,53.2,16.1,322,6.95
1953-10-24,1,84.5,55.8,13.5,319,7.13
1953-10-25,1,85.4,57.2,12.1,307,6.91
1953-10-26,1,83.5,57.9,16.0,330,7.30
1953-10-27,2,79.7,55.5,11.7,325,6.06
1953-10-28,1,80.7,49.4,15.0,325,5.73
1953-10-29,1,82.9,55.4,17.5,259,6.10
1953-10-30,1,84.1,62.6,17.3,290,6.82
1953-10-31,1,81.5,59.4,14.0,323,6.61
1953-11-01,3,83.1,55.9,19.3,320,6.39
1953-11-02,51,80.6,62.4,25.5,290,6.63
1953-11-03,0,77.7,54.7,16.8,318,6.87
1953-11-04,0,75.6,48.3,9.0,37,5.41
1953-11-05,0,75.3,50.1,13.8,103,5.65
1953-11-06,0,76.7,54.4,15.2,96,5.99
1953-11-07,0,78.6,51.8,11.1,98,5.44
1953-11-08,1,79.4,49.2,15.7,318,5.79
1953-11-09,0,79.6,55.7,14.4,278,5.57
1953-11-10,1,78.5,53.6,8.7,116,5.37
1953-11-11,1,77.5,51.4,13.5,101,5.81
1953-11-12,1,77.8,56.7,12.2,111,5.95
1953-11-13,1,78.6,59.2,14.0,126,5.82
1953-11-14,1,79.8,53.4,17.0,185,5.74
1953-11-15,1,79.6,61.7,15.6,263,5.14
1953-11-16,1,79.8,60.2,18.9,299,5.96
1953-11-17,1,78.5,55.3,15.4,310,5.59
1953-11-18,2,77.3,57.4,15.2,324,5.93
1953-11-19,2,77.0,54.1,15.5,298,5.46
1953-11-20,0,79.3,54.4,13.9,286,5.46
1953-11-21,0,78.5,55.0,16.3,212,5.31
1953-11-22,0,78.7,58.5,16.3,270,5.29
1953-11-23,1,78.2,50.9,16.0,324,6.01
1953-11-24,1,76.7,52.5,18.9,325,6.20
1953-11-25,1,75.3,52.2,15.7,318,5.74
1953-11-26,0,71.0,49.2,19.7,93,5.84
1953-11-27,1,66.3,46.6,19.3,90,5.08
1953-11-28,1,67.7,44.9,15.7,85,4.95
1953-11-29,2,68.9,43.9,11.5,87,4.12
1953-11-30,1,71.3,45.5,8.9,74,4.19
1953-12-01,0,67.2,45.7,15.4,81,5.50
1953-12-02,1,63.4,44.9,23.4,79,5.42
1953-12-03,1,62.9,37.9,11.0,76,3.71
1953-12-04,1,63.6,35.6,12.3,89,4.69
1953-12-05,1,65.6,39.6,10.8,96,4.70
1953-12-06,2,67.0,43.8,10.1,89,4.63
1953-12-07,1,73.2,41.1,12.0,65,4.69
1953-12-08,1,71.9,40.3,13.8,69,4.83
1953-12-09,1,72.5,44.5,16.8,77,5.91
1953-12-10,1,71.7,46.8,14.1,75,5.25
1953-12-11,1,69.1,47.4,13.7,76,5.04
1953-12-12,1,72.2,43.8,12.2,81,5.55
1953-12-13,2,69.4,45.7,12.2,86,5.11
1953-12-14,2,68.9,43.7,11.4,84,5.02
1953-12-15,3,68.9,42.7,11.2,91,4.68
1953-12-16,3,69.3,45.6,10.3,94,4.61
1953-12-17,3,71.9,47.6,11.5,97,5.48
1953-12-18,1,71.4,46.2,12.6,100,5.47
1953-12-19,3,71.7,50.1,17.1,95,5.66
1953-12-20,3,72.6,52.6,14.3,100,5.14
1953-12-21,3,66.0,51.3,13.6,86,4.99
1953-12-22,3,67.5,50.7,9.3,82,3.66
1953-12-23,51,68.2,48.7,10.1,30,3.72
1953-12-24,51,58.7,46.2,17.0,111,4.01
1953-12-25,51,64.2,39.5,13.4,337,3.90
1953-12-26,1,62.2,41.5,10.9,112,3.22
1953-12-27,2,60.6,42.8,14.4,114,2.93
1953-12-28,0,55.1,32.7,20.5,331,3.37
1953-12-29,0,55.5,27.0,12.5,324,3.40
1953-12-30,0,58.5,29.2,16.0,351,3.90
1953-12-31,1,58.2,29.6,10.1,338,3.62
1954-01-01,1,59.7,29.5,8.8,335,3.80
1954-01-02,1,61.4,33.4,11.2,166,3.84
1954-01-03,1,64.2,39.6,15.2,298,4.56
1954-01-04,2,65.8,46.3,12.8,318,4.50
1954-01-05,0,72.4,46.3,15.6,247,4.89
1954-01-06,0,65.4,44.6,18.9,306,5.03
1954-01-07,0,66.3,36.6,10.8,35,4.67
1954-01-08,0,65.4,32.4,10.9,41,4.47
1954-01-09,1,67.1,34.6,9.7,44,4.37
1954-01-10,2,66.3,36.8,9.0,85,3.83
1954-01-11,1,68.7,38.2,10.2,85,4.56
1954-01-12,0,71.3,43.0,10.7,93,4.87
1954-01-13,0,72.6,42.6,10.1,114,5.01
1954-01-14,2,71.9,46.4,18.1,291,5.41
1954-01-15,51,71.1,49.2,19.1,332,5.31
1954-01-16,0,72.0,44.4,12.4,71,4.94
1954-01-17,0,65.8,42.8,14.1,80,4.52
1954-01-18,0,65.7,36.0,9.0,68,3.69
1954-01-19,1,68.1,36.0,9.2,64,4.20
1954-01-20,1,64.5,42.4,17.5,79,4.74
1954-01-21,1,66.1,40.3,15.0,70,4.29
1954-01-22,1,67.9,35.0,11.5,3,4.63
1954-01-23,2,69.6,39.1,8.9,110,4.39
1954-01-24,2,67.6,38.2,8.6,131,4.37
1954-01-25,2,68.1,42.9,13.6,165,5.16
1954-01-26,1,63.8,45.1,15.0,298,4.93
1954-01-27,0,65.4,37.4,15.4,338,5.44
1954-01-28,1,65.3,33.2,11.8,57,4.49
1954-01-29,1,65.6,35.2,10.6,81,4.31
1954-01-30,2,67.0,35.0,12.7,229,4.98
1954-01-31,3,66.8,47.8,17.3,236,4.89
1954-02-01,1,61.0,44.2,22.5,273,4.95
1954-02-02,1,58.5,38.2,24.0,325,5.06
1954-02-03,2,64.9,36.5,10.8,169,4.92
1954-02-04,1,66.8,44.1,15.5,257,4.92
1954-02-05,3,64.5,42.7,17.1,299,5.09
1954-02-06,3,69.2,51.5,18.1,318,5.68
1954-02-07,51,64.9,53.3,20.7,333,4.29
1954-02-08,53,66.1,55.5,18.7,335,3.76
1954-02-09,51,70.5,51.4,14.5,327,3.48
1954-02-10,1,68.1,44.7,10.2,344,4.62
1954-02-11,0,70.5,37.2,13.6,20,5.48
1954-02-12,0,72.0,37.2,15.0,356,5.71
1954-02-13,1,69.3,41.5,10.3,154,5.27
1954-02-14,2,65.9,39.3,9.3,137,4.66
1954-02-15,3,70.0,44.9,16.4,152,6.06
1954-02-16,1,71.5,50.0,24.4,249,6.41
1954-02-17,2,64.2,46.9,22.8,283,5.54
1954-02-18,0,60.9,38.0,16.0,335,5.42
1954-02-19,1,65.8,32.5,13.1,321,5.34
1954-02-20,1,66.3,35.1,9.6,126,4.93
1954-02-21,0,69.6,35.9,12.8,334,5.79
1954-02-22,1,70.1,42.0,11.2,109,5.61
1954-02-23,1,68.3,42.4,11.8,130,5.37
1954-02-24,0,68.8,48.7,14.4,319,5.48
1954-02-25,1,74.6,41.7,15.1,125,6.49
1954-02-26,0,75.6,53.7,21.7,182,7.54
1954-02-27,1,71.9,49.6,19.9,327,7.14
1954-02-28,1,72.6,43.7,11.3,102,5.96
1954-03-01,1,75.3,49.6,14.0,102,6.09
1954-03-02,0,80.6,46.2,9.7,92,6.47
1954-03-03,0,83.7,49.2,13.1,287,7.18
1954-03-04,1,84.1,57.5,19.2,319,8.47
1954-03-05,1,81.2,57.8,20.6,316,8.60
1954-03-06,1,78.0,56.5,20.9,310,7.99
1954-03-07,1,75.2,47.6,12.4,321,7.13
1954-03-08,1,69.6,45.3,10.8,88,5.73
1954-03-09,1,70.6,39.7,9.0,160,5.58
1954-03-10,0,73.2,45.1,13.8,277,6.46
